amount,velocity,location_risk,device_change,fraud
42968,20,1,0,1
38385,13,1,1,1
28736,1,1,1,0
40727,18,0,0,1
27341,9,0,0,0
33743,17,0,1,1
46486,20,1,1,1
35891,15,1,1,1
46225,13,0,0,1
4072,19,0,1,0
17244,15,0,0,0
33233,7,0,0,0
9710,19,1,1,0
44708,20,1,0,1
40064,8,1,1,0
27356,16,1,0,1
17825,10,1,1,0
11643,7,0,1,0
17540,15,1,1,0
21503,7,1,1,0
16030,9,1,0,0
49339,17,0,1,1
27904,16,1,0,1
5383,18,0,1,0
49802,3,0,0,0
13032,12,1,0,0
1480,8,1,1,0
28278,15,0,1,1
2126,10,1,1,0
23074,19,0,1,1
34504,8,1,1,0
21031,11,1,1,1
18517,19,0,1,0
49793,2,1,1,0
44647,6,1,1,0
35899,15,1,0,1
46827,1,0,1,0
18573,12,1,0,0
8235,18,1,1,0
10162,3,0,1,0
18559,15,0,1,0
35166,15,1,0,1
45760,16,0,0,1
23565,9,1,0,0
20897,20,0,0,1
43888,18,1,0,1
41643,4,0,0,0
26407,16,1,1,1
7840,10,0,1,0
48202,8,1,0,0
34599,13,1,1,1
14872,18,1,0,0
42893,17,1,0,1
4000,15,1,0,0
21663,4,0,1,0
40368,13,0,0,1
34935,8,0,1,0
34768,20,0,1,1
26115,8,1,0,0
23648,14,0,0,1
25475,14,1,0,1
35300,3,1,1,0
11979,12,0,0,0
5367,12,0,1,0
2209,10,0,0,0
48669,10,1,0,0
26345,5,0,0,0
25851,6,0,0,0
34135,9,1,0,0
41442,19,1,0,1
9960,17,1,1,0
40000,8,0,1,0
49803,13,1,0,1
9340,4,0,1,0
18900,1,0,1,0
36440,10,0,1,0
39771,4,1,0,0
43059,2,1,1,0
1083,19,1,1,0
2091,5,1,0,0
29303,6,0,1,0
25814,3,1,1,0
31490,3,0,1,0
40205,16,0,0,1
44333,4,0,1,0
38716,7,0,0,0
30259,6,0,0,0
12896,18,1,1,0
2807,2,0,0,0
9700,6,1,0,0
35854,4,0,0,0
47137,10,1,0,0
29014,11,0,0,1
40831,9,1,1,0
1639,10,0,0,0
29537,2,0,0,0
27547,9,0,0,0
24489,19,0,0,1
21373,13,0,1,1
33867,4,1,1,0
6921,10,1,0,0
37119,11,1,1,1
47586,6,1,0,0
10366,14,0,1,0
16142,12,1,0,0
36017,9,0,0,0
35930,4,1,0,0
16911,10,0,1,0
20918,8,0,0,0
49868,15,0,1,1
49239,18,0,1,1
44471,18,1,0,1
29825,6,0,1,0
8220,19,0,0,0
873,12,0,1,0
23479,10,0,0,0
29903,13,0,1,1
7776,5,0,0,0
49084,3,0,0,0
325,2,0,1,0
5084,15,0,0,0
34485,15,0,0,1
26833,17,1,1,1
34630,18,0,1,1
26275,1,1,1,0
16224,10,0,0,0
37009,9,1,1,0
15614,4,0,1,0
13027,17,0,0,0
40620,20,1,0,1
39019,9,1,1,0
40197,17,0,0,1
33187,11,1,1,1
38770,12,1,1,1
26201,3,0,1,0
38961,10,1,0,0
21991,13,1,0,1
45654,13,0,0,1
2635,18,1,0,0
40046,1,0,0,0
26034,19,1,0,1
28392,7,0,0,0
45246,14,0,1,1
26320,3,0,1,0
21216,12,1,1,1
11096,5,1,0,0
13678,11,1,0,0
48167,9,0,1,0
3741,16,1,1,0
17690,1,0,1,0
16932,1,1,0,0
22688,16,1,0,1
22947,8,0,0,0
5244,2,1,1,0
29240,1,0,1,0
22441,11,0,1,1
19125,4,0,0,0
7674,8,1,0,0
9799,3,0,1,0
8216,2,1,0,0
38998,7,1,1,0
44064,1,1,1,0
27532,4,0,1,0
38156,2,0,1,0
38796,4,1,0,0
17455,5,1,0,0
25910,15,1,1,1
21155,10,1,0,0
37150,8,0,0,0
39385,20,1,0,1
3272,8,0,1,0
1116,11,0,0,0
43042,18,0,0,1
38923,4,1,0,0
31601,15,1,0,1
35448,5,0,1,0
26714,19,1,0,1
24804,19,0,1,1
31907,19,1,1,1
48473,8,1,1,0
6948,8,1,0,0
16665,16,1,0,0
10965,19,1,1,0
1498,7,1,1,0
30782,13,0,1,1
26326,1,1,0,0
11029,3,1,1,0
49494,3,1,0,0
15157,5,0,1,0
16471,12,1,1,0
44093,5,0,1,0
21790,18,0,0,1
49999,12,1,0,1
13398,2,0,1,0
40587,4,1,0,0
12417,9,1,0,0
31768,3,0,1,0
10677,5,0,0,0
3458,20,0,1,0
28300,5,0,1,0
15183,17,1,1,0
12372,1,1,0,0
20681,20,0,1,1
32497,13,0,0,1
44121,10,1,0,0
40805,6,1,0,0
4152,12,0,0,0
41000,17,1,0,1
44768,17,1,1,1
2377,9,1,0,0
17047,13,1,0,0
21682,1,0,1,0
41606,2,0,0,0
29773,19,0,1,1
4351,5,1,1,0
49616,4,1,0,0
29533,20,1,0,1
5689,14,0,0,0
26094,9,0,1,0
28200,12,0,0,1
1275,16,1,0,0
12624,19,1,0,0
47744,19,0,1,1
7793,2,0,0,0
30000,1,0,1,0
8103,14,0,1,0
26592,4,1,0,0
35804,12,0,0,1
20292,14,0,1,1
23404,4,1,0,0
19586,9,1,1,0
19106,2,1,1,0
10647,12,0,0,0
38897,8,0,1,0
33412,10,1,0,0
2305,17,0,0,0
31703,13,1,0,1
8351,3,0,0,0
32874,2,1,1,0
16334,6,0,1,0
5490,6,1,1,0
11258,9,1,0,0
43988,20,1,0,1
234,2,0,0,0
7603,17,1,0,0
5557,16,1,1,0
15389,3,1,1,0
10993,14,0,0,0
36743,17,1,0,1
33130,13,1,1,1
38453,9,0,0,0
36624,15,0,1,1
19587,14,1,1,0
20372,12,0,0,1
36035,2,0,0,0
33802,8,0,1,0
42047,12,0,1,1
46417,19,1,1,1
15732,19,0,1,0
39007,5,1,1,0
40980,18,1,1,1
16118,17,0,1,0
29332,16,1,0,1
12687,1,0,0,0
47817,17,1,0,1
45660,12,0,1,1
10269,4,1,0,0
39526,17,0,0,1
1331,10,1,1,0
20643,1,1,0,0
49147,18,1,0,1
33805,2,0,1,0
36614,12,1,0,1
25860,3,0,0,0
9452,10,1,0,0
9326,17,0,1,0
44057,14,1,0,1
9775,14,0,0,0
18049,12,1,0,0
48198,17,1,1,1
38648,14,0,0,1
31077,15,1,0,1
811,7,0,0,0
34960,1,1,0,0
10881,16,0,1,0
34278,14,1,1,1
41258,3,1,0,0
44467,15,0,0,1
34422,6,0,0,0
7966,18,0,1,0
17306,9,1,0,0
36391,12,0,1,1
5386,11,1,1,0
16297,13,1,0,0
37636,13,1,0,1
23688,9,1,1,0
29230,14,0,1,1
44809,16,1,0,1
44347,10,1,1,0
49248,14,0,1,1
28759,19,1,0,1
16052,17,0,1,0
37087,8,1,1,0
42809,10,0,0,0
47564,7,0,0,0
37617,19,0,1,1
1863,15,1,1,0
4372,6,1,0,0
42450,2,1,0,0
43684,20,1,0,1
27989,6,1,1,0
23587,10,0,0,0
17577,10,0,1,0
20437,5,1,0,0
13368,14,0,0,0
36142,4,0,1,0
23542,10,0,1,0
2809,15,1,1,0
32548,5,1,1,0
38398,12,1,0,1
10053,4,1,0,0
40020,8,0,0,0
5777,6,0,0,0
28597,17,0,0,1
49278,9,1,0,0
10956,18,0,1,0
46143,19,0,0,1
5012,15,1,0,0
24746,7,1,0,0
2910,7,0,0,0
33910,7,0,0,0
45191,19,1,0,1
32566,1,1,0,0
10581,8,1,0,0
11144,12,1,0,0
46684,14,1,1,1
24514,15,0,1,1
31789,6,0,0,0
11133,15,0,1,0
27949,8,1,0,0
20195,11,1,1,1
47590,19,0,1,1
30582,10,1,1,0
16905,15,0,1,0
33393,19,1,1,1
4075,16,0,0,0
33879,17,1,0,1
36163,2,0,0,0
28191,15,1,1,1
43435,20,1,1,1
15970,4,1,1,0
20686,9,1,0,0
34115,18,1,0,1
38673,5,1,1,0
34540,15,1,0,1
26593,6,0,1,0
427,6,1,1,0
20578,16,1,1,1
30494,10,0,1,0
6738,18,1,0,0
48559,13,1,1,1
23344,10,1,1,0
12569,20,1,1,0
4456,15,1,0,0
41763,7,0,0,0
32759,2,1,0,0
49623,20,1,0,1
47314,13,0,0,1
32148,9,0,0,0
41532,10,1,0,0
20972,7,0,1,0
36700,12,1,0,1
36883,13,0,1,1
3624,2,0,1,0
49495,13,0,1,1
26360,16,1,1,1
39353,2,1,1,0
48897,17,0,1,1
28975,3,1,0,0
14868,2,0,1,0
19658,10,1,1,0
44065,14,0,0,1
31835,15,0,1,1
18379,5,1,0,0
47992,13,0,1,1
31377,3,0,0,0
15644,13,0,0,0
40809,16,0,0,1
45077,13,0,0,1
31810,19,1,1,1
8843,19,1,0,0
6186,7,1,0,0
48517,9,1,0,0
30244,5,0,0,0
15354,12,0,0,0
42647,18,1,1,1
23964,4,0,1,0
2096,8,0,1,0
146,1,1,1,0
44250,11,0,1,1
27308,1,1,1,0
6408,9,1,1,0
17467,6,0,0,0
38907,4,0,1,0
13420,6,0,1,0
24286,1,1,0,0
49153,3,1,1,0
49793,16,1,1,1
29939,20,0,1,1
41290,8,0,1,0
7903,16,1,0,0
9657,8,0,1,0
10026,16,0,0,0
11060,11,1,0,0
49543,9,1,0,0
12553,5,1,1,0
9315,4,1,1,0
26558,1,1,0,0
24309,18,1,0,1
11704,7,1,1,0
36482,6,0,0,0
37445,10,0,0,0
26978,6,1,0,0
27078,19,1,1,1
25425,6,1,1,0
47228,19,0,1,1
4025,4,1,1,0
22766,7,1,1,0
37618,2,0,1,0
3355,6,1,0,0
38878,16,1,1,1
13681,9,0,0,0
25185,1,1,1,0
9130,15,0,0,0
17163,3,1,0,0
6329,13,1,0,0
2815,2,0,1,0
40887,12,0,1,1
482,18,0,1,0
28798,4,0,0,0
42119,4,1,1,0
30251,9,0,1,0
46240,4,0,0,0
44396,12,1,1,1
1684,14,1,1,0
25461,5,1,1,0
32500,4,1,1,0
5388,10,1,1,0
4857,6,0,1,0
33907,4,0,0,0
19240,8,1,0,0
49970,7,1,0,0
33184,7,0,1,0
49367,18,0,0,1
41971,10,1,0,0
14312,11,1,1,0
772,13,1,0,0
11672,16,1,1,0
7810,19,1,1,0
46696,17,0,1,1
4680,13,0,1,0
31486,17,1,1,1
40584,14,1,1,1
8717,11,0,0,0
43192,10,1,0,0
25987,9,1,0,0
47848,8,0,0,0
26614,5,1,0,0
40928,17,0,0,1
13620,5,1,0,0
9255,8,0,0,0
38214,2,0,0,0
42904,2,1,0,0
43426,9,1,1,0
21423,19,1,0,1
6890,16,0,0,0
34535,12,1,1,1
31335,11,0,1,1
36513,6,1,1,0
5412,12,0,0,0
43805,8,1,1,0
37085,10,0,1,0
16573,19,1,1,0
28039,15,1,1,1
3771,17,1,0,0
9528,6,1,1,0
10858,3,1,0,0
29138,17,1,1,1
37856,6,0,0,0
38892,3,1,1,0
42536,6,0,0,0
7455,2,0,1,0
18931,15,1,1,0
40488,6,0,1,0
42705,2,1,0,0
32282,16,0,1,1
9845,13,1,1,0
5749,10,0,1,0
3081,7,0,0,0
42509,18,1,0,1
46516,20,1,0,1
13161,3,0,0,0
32643,15,1,0,1
48963,20,0,1,1
23329,1,1,0,0
27681,13,0,0,1
49942,20,0,0,1
45940,5,1,0,0
1428,5,0,0,0
41857,1,1,0,0
24956,12,1,1,1
29858,17,0,1,1
33505,1,0,0,0
48417,2,1,1,0
9761,19,0,1,0
34718,12,1,1,1
37284,20,0,1,1
49510,16,1,0,1
6973,14,1,1,0
14607,6,1,0,0
34502,2,0,1,0
10660,20,0,0,0
8286,13,0,0,0
17734,10,1,0,0
21671,4,1,0,0
33078,15,1,1,1
43081,7,1,0,0
38302,8,0,0,0
31730,16,1,0,1
24285,1,1,1,0
1576,4,0,1,0
15767,20,1,0,0
3340,9,1,0,0
5472,8,0,0,0
21215,8,1,0,0
25235,7,1,0,0
33626,18,0,0,1
45274,10,1,0,0
4371,20,0,1,0
38103,13,0,0,1
31619,11,1,1,1
28531,4,0,0,0
5836,18,0,0,0
45350,11,1,0,1
45186,18,1,1,1
3126,15,0,1,0
10931,13,0,0,0
4085,2,1,0,0
37285,20,0,1,1
22239,18,0,1,1
8223,8,0,1,0
15387,2,1,0,0
17791,14,0,1,0
15319,6,1,0,0
1567,17,1,1,0
11603,2,1,1,0
18111,17,0,0,0
23426,20,0,0,1
48183,2,1,0,0
908,17,0,0,0
37496,12,0,1,1
871,12,1,0,0
34513,14,0,1,1
7239,8,0,1,0
15118,6,0,1,0
16700,8,1,1,0
1386,1,0,1,0
29209,2,0,0,0
27877,1,1,0,0
39380,10,0,1,0
31092,19,1,0,1
19799,4,1,0,0
5122,17,0,0,0
4744,9,1,0,0
38430,7,0,1,0
7232,11,1,1,0
29027,13,1,1,1
8353,15,0,0,0
26319,2,0,0,0
42871,18,1,1,1
10050,15,0,0,0
41412,13,1,0,1
835,17,0,0,0
10419,3,0,1,0
36862,14,0,1,1
42561,3,1,1,0
24064,16,0,0,1
25936,12,1,0,1
10411,4,1,1,0
34049,6,1,1,0
9287,18,1,1,0
34160,7,0,0,0
39015,7,1,1,0
14727,16,1,0,0
8966,1,1,0,0
39983,5,1,1,0
18933,12,1,0,0
4846,18,0,1,0
36185,12,0,0,1
17306,7,0,1,0
9127,8,1,0,0
21488,14,1,1,1
44515,10,1,1,0
37952,1,1,1,0
18105,2,0,1,0
4157,18,1,1,0
13552,2,1,0,0
11708,17,0,0,0
48609,2,0,1,0
3396,20,1,0,0
26190,15,0,0,1
26748,15,0,0,1
24576,2,1,0,0
360,12,1,0,0
10136,15,1,0,0
12961,2,1,0,0
46253,9,0,1,0
29249,20,0,0,1
19517,15,0,1,0
27679,16,0,1,1
16898,1,0,0,0
1936,8,1,0,0
260,6,0,1,0
34255,3,1,0,0
25439,1,1,0,0
16945,6,1,1,0
18344,17,0,0,0
41771,3,0,1,0
28433,11,1,1,1
48043,3,1,1,0
20560,6,0,0,0
14529,1,1,0,0
4467,14,0,1,0
3064,12,0,0,0
810,16,0,1,0
49618,2,1,1,0
43015,3,0,0,0
2341,1,0,0,0
7315,11,0,0,0
1228,18,0,0,0
25223,7,0,1,0
32150,7,1,0,0
36857,18,0,0,1
42446,16,0,1,1
26782,15,0,0,1
25968,3,0,1,0
29046,5,0,1,0
25519,4,1,0,0
28955,8,0,0,0
27995,20,1,0,1
39670,20,1,0,1
3963,16,1,1,0
13680,8,1,1,0
36524,3,1,1,0
38470,1,1,0,0
38986,3,1,1,0
42059,13,0,1,1
29120,5,0,1,0
26523,13,0,1,1
42837,8,0,1,0
17274,17,0,1,0
4683,18,0,0,0
9607,11,1,0,0
24538,10,0,1,0
21721,17,0,1,1
31829,8,1,1,0
11996,10,0,1,0
44209,1,0,1,0
39710,8,0,1,0
8492,8,0,0,0
10354,2,1,1,0
47668,17,0,1,1
26874,18,0,1,1
12554,4,0,1,0
1365,8,0,1,0
47882,12,1,1,1
26212,16,0,0,1
19204,3,0,1,0
586,3,0,0,0
560,3,0,0,0
29664,16,1,0,1
9808,19,1,1,0
49063,16,0,1,1
39131,19,0,1,1
18047,7,1,0,0
1487,5,0,1,0
40524,18,1,1,1
34381,2,0,1,0
26200,13,1,0,1
16554,2,1,1,0
29490,1,1,1,0
8423,18,1,1,0
35041,12,1,1,1
1101,15,0,1,0
8258,14,0,0,0
497,14,1,0,0
15443,20,0,1,0
1299,18,0,1,0
21084,10,0,1,0
8312,16,0,0,0
10173,9,1,1,0
30147,7,0,0,0
5866,19,1,0,0
17363,1,0,1,0
39737,18,0,0,1
10235,18,1,0,0
43879,3,1,1,0
23115,4,1,0,0
28954,3,0,1,0
39465,19,1,1,1
752,11,0,0,0
13939,18,0,0,0
8081,12,1,0,0
25775,17,0,0,1
38614,2,1,0,0
17980,2,0,1,0
14710,6,0,1,0
1679,19,0,0,0
44027,3,1,1,0
43851,18,1,0,1
41798,2,1,1,0
39607,7,1,0,0
37264,20,0,1,1
10669,14,0,1,0
3481,9,0,1,0
9451,5,1,1,0
1791,17,0,1,0
44633,2,0,1,0
43179,20,0,0,1
5600,16,1,0,0
33877,2,0,1,0
44309,10,0,1,0
25082,8,1,0,0
35962,4,1,0,0
46843,4,0,0,0
34216,6,0,1,0
22067,13,0,1,1
28187,17,1,1,1
599,10,0,1,0
12580,9,1,1,0
1821,6,0,0,0
28062,11,0,1,1
37005,1,1,0,0
31621,4,1,1,0
10493,14,1,0,0
42194,11,1,0,1
7235,16,0,0,0
41977,18,0,1,1
42358,4,1,1,0
34305,1,1,0,0
361,4,0,1,0
22768,2,1,0,0
2516,12,0,0,0
18010,19,0,1,0
20212,16,0,0,1
37605,12,0,1,1
18253,20,0,0,0
6213,18,0,1,0
29613,15,1,1,1
36508,3,0,0,0
37878,9,0,1,0
38689,10,0,1,0
44044,12,1,1,1
46392,15,1,1,1
33935,14,0,1,1
21068,13,0,0,1
12879,13,0,0,0
12921,19,0,0,0
39042,5,0,1,0
12008,19,0,0,0
1018,1,1,0,0
33303,1,1,1,0
48760,16,0,1,1
9720,9,1,0,0
21352,12,1,1,1
36089,11,0,0,1
22946,6,1,1,0
48693,13,0,0,1
45599,1,0,1,0
27268,19,1,1,1
3727,13,1,1,0
3356,4,0,0,0
8255,11,1,1,0
5308,9,0,0,0
8546,8,0,0,0
515,19,0,0,0
36653,11,0,0,1
25212,15,1,0,1
1079,11,0,0,0
17565,7,1,1,0
12852,9,0,0,0
22504,11,1,0,1
17210,2,1,1,0
42683,2,0,0,0
42689,10,0,1,0
7650,13,0,0,0
30079,8,1,1,0
38428,5,1,0,0
11461,1,1,1,0
18643,12,1,0,0
26706,2,0,1,0
3322,3,1,1,0
16624,12,1,1,0
24778,3,0,1,0
47210,20,0,0,1
7398,7,0,0,0
8339,16,0,1,0
15057,14,1,1,0
3706,9,1,1,0
9872,11,0,0,0
6647,1,0,0,0
9007,18,1,1,0
21890,5,0,0,0
32072,8,1,1,0
18298,11,0,0,0
771,5,0,1,0
16018,16,1,0,0
23630,5,0,1,0
33736,11,1,0,1
40974,7,0,1,0
49922,16,0,1,1
10979,8,1,1,0
8838,6,0,1,0
40500,7,1,0,0
40682,10,1,0,0
49695,8,1,1,0
20782,1,0,0,0
41484,2,1,1,0
40212,6,0,0,0
34802,4,1,1,0
48335,10,1,0,0
22587,10,1,0,0
14532,4,0,0,0
39109,16,1,0,1
9873,9,1,0,0
38996,14,1,1,1
11617,15,1,1,0
39717,10,1,0,0
5618,5,0,0,0
38928,10,1,1,0
34588,15,0,0,1
1712,1,0,1,0
31845,20,1,0,1
16342,16,1,0,0
38290,6,0,0,0
29406,5,0,0,0
3213,15,0,0,0
1085,3,0,0,0
2783,16,1,1,0
49513,9,1,1,0
2664,17,0,0,0
39131,1,1,0,0
45447,6,0,0,0
2196,2,1,1,0
26115,8,0,0,0
21490,1,0,0,0
3318,14,1,0,0
29042,19,0,1,1
33039,10,1,1,0
799,4,0,0,0
24254,14,0,1,1
7630,3,1,1,0
18159,12,1,0,0
44971,20,1,0,1
24555,15,0,1,1
15626,18,1,1,0
17694,3,1,1,0
26732,6,0,0,0
42214,11,0,0,1
48699,3,1,1,0
4330,15,1,1,0
36138,7,1,1,0
30300,6,1,0,0
46224,20,0,1,1
27099,12,0,1,1
43392,15,1,0,1
5126,14,1,1,0
26946,3,1,1,0
30945,6,1,0,0
28793,5,1,1,0
32650,1,1,1,0
12295,15,0,1,0
20310,4,1,1,0
5254,5,1,0,0
4412,17,0,0,0
40198,12,0,1,1
41623,3,0,0,0
12145,7,1,1,0
30690,2,1,1,0
11814,4,0,1,0
38333,3,1,0,0
31395,3,1,1,0
25761,10,1,1,0
20338,16,1,0,1
8173,9,1,0,0
19200,16,1,1,0
259,16,1,0,0
18244,1,1,0,0
23704,5,0,1,0
16264,15,1,0,0
31098,10,1,1,0
39857,8,1,0,0
36827,15,0,0,1
48640,6,1,1,0
18685,2,0,0,0
23690,15,0,0,1
24145,14,1,0,1
10331,9,0,1,0
33735,7,1,0,0
5586,7,1,0,0
3415,17,1,1,0
11925,17,0,1,0
44712,2,1,0,0
4988,1,0,0,0
9526,9,1,1,0
32985,16,1,1,1
9100,13,0,0,0
11109,5,1,1,0
26601,4,0,1,0
28518,4,1,1,0
29357,13,1,0,1
44476,12,1,1,1
11344,15,1,0,0
6776,13,1,0,0
9163,17,0,1,0
33593,11,0,0,1
31439,16,1,1,1
47396,1,1,1,0
14054,6,1,1,0
29376,9,1,0,0
44904,20,0,1,1
23184,2,0,0,0
2025,7,1,1,0
35033,16,0,0,1
31335,3,1,0,0
42298,5,1,1,0
29629,9,0,1,0
8058,4,0,1,0
45937,19,1,0,1
2250,5,0,0,0
19586,7,0,1,0
45573,6,1,0,0
42139,7,0,1,0
33669,5,1,0,0
20817,5,1,1,0
39538,2,0,0,0
46888,9,0,1,0
40068,6,1,0,0
19782,2,0,0,0
34151,7,1,1,0
5640,20,1,0,0
20314,9,1,1,0
47895,16,1,0,1
21375,17,0,0,1
40736,1,1,0,0
17064,13,0,0,0
47485,16,0,1,1
8797,11,1,1,0
2633,3,0,0,0
10678,7,0,1,0
8470,3,1,1,0
25155,9,1,1,0
43257,16,1,1,1
23834,11,0,1,1
36348,11,1,0,1
46783,13,1,0,1
30636,4,1,0,0
34279,20,1,1,1
21792,17,0,0,1
33191,2,1,1,0
4274,8,1,1,0
17556,18,1,0,0
9229,19,1,0,0
29116,8,1,0,0
8231,12,0,1,0
7375,13,1,0,0
43338,5,1,1,0
28704,13,0,1,1
42291,10,1,0,0
27708,3,0,1,0
2804,19,1,1,0
23938,4,1,1,0
40206,19,1,0,1
39181,10,1,0,0
1792,13,1,0,0
20124,8,0,0,0
30648,4,0,0,0
26227,17,1,1,1
6552,3,1,1,0
14500,13,1,0,0
27190,6,1,1,0
1477,15,0,1,0
26398,4,0,0,0
26119,8,1,0,0
19006,5,0,1,0
15259,12,0,1,0
25932,1,1,1,0
18129,2,0,0,0
33793,11,0,1,1
11784,6,0,0,0
11832,14,1,1,0
41180,3,0,0,0
12017,8,0,1,0
21737,7,1,0,0
19433,11,1,1,0
13050,8,1,1,0
16073,4,0,0,0
49054,2,0,0,0
41142,15,0,1,1
40611,8,0,0,0
9519,15,1,0,0
23699,3,1,1,0
3688,17,1,0,0
6634,7,1,1,0
17566,17,1,1,0
36909,19,0,0,1
8160,6,1,0,0
49806,9,0,0,0
27413,15,0,0,1
10133,12,0,0,0
33915,19,0,1,1
8009,5,0,1,0
39177,3,1,0,0
29312,13,1,0,1
29707,6,1,1,0
11290,14,0,1,0
27095,16,0,0,1
40230,5,1,0,0
45548,19,0,1,1
422,15,0,1,0
14506,9,0,1,0
45814,11,1,1,1
26726,19,1,1,1
12196,19,0,0,0
33194,20,1,1,1
36314,6,1,0,0
38511,8,0,0,0
13541,12,0,0,0
337,17,1,1,0
7524,6,1,0,0
34546,6,0,1,0
38184,2,0,0,0
7759,19,1,0,0
43449,13,0,1,1
2277,4,0,0,0
41996,5,0,1,0
4688,9,1,1,0
2474,17,1,0,0
8297,14,0,1,0
37854,19,1,1,1
4366,5,0,1,0
15733,15,1,0,0
20907,4,0,1,0
16207,10,0,1,0
463,8,1,1,0
365,16,0,0,0
35785,7,0,1,0
28084,14,0,1,1
24779,14,1,1,1
18806,18,0,0,0
1333,12,1,1,0
43851,20,0,1,1
12714,5,1,0,0
44025,1,0,1,0
8992,19,1,0,0
29397,15,1,0,1
34631,5,0,1,0
13208,5,0,1,0
6178,20,0,0,0
18012,6,0,0,0
48066,8,0,1,0
4394,7,0,1,0
30322,12,0,1,1
506,4,0,1,0
1852,9,0,1,0
22404,17,1,1,1
47729,4,1,0,0
20215,8,0,0,0
20591,20,0,0,1
33838,18,0,0,1
10914,15,1,1,0
33953,3,1,1,0
4816,10,1,0,0
5474,13,0,1,0
29300,17,0,1,1
20811,10,1,1,0
27523,14,1,1,1
16380,16,0,0,0
29498,11,0,0,1
23947,11,0,1,1
49074,1,1,0,0
21979,5,0,0,0
30275,18,1,0,1
37090,2,0,0,0
3825,5,1,1,0
19299,9,0,1,0
19369,2,1,1,0
48327,19,1,1,1
17488,15,0,0,0
23634,4,0,0,0
4245,14,0,1,0
4229,16,1,1,0
35286,10,1,0,0
39756,7,1,1,0
32635,3,1,0,0
35432,6,0,0,0
24521,1,1,0,0
49552,1,0,1,0
24248,15,0,0,1
46268,8,0,0,0
46525,1,0,1,0
13086,4,1,0,0
11416,20,1,1,0
11614,14,1,1,0
3890,8,0,1,0
8041,20,1,0,0
37318,1,1,1,0
11719,5,0,0,0
49404,20,1,0,1
26815,20,1,1,1
21051,1,0,0,0
13246,5,1,1,0
44270,18,1,0,1
17192,13,0,0,0
46717,2,0,1,0
42747,11,0,1,1
41048,2,0,1,0
9979,16,0,0,0
45314,3,0,1,0
26672,12,1,0,1
10484,7,1,1,0
28404,7,1,1,0
9547,12,0,1,0
6274,15,0,1,0
20054,11,0,0,1
5590,1,0,0,0
17321,6,0,1,0
44371,11,0,1,1
43677,18,0,0,1
39657,15,0,1,1
1001,19,1,1,0
9455,17,0,0,0
184,19,0,1,0
46277,2,1,0,0
30499,19,1,1,1
7853,18,0,0,0
24621,11,0,0,1
34569,10,1,1,0
25977,9,0,1,0
4197,13,0,1,0
11457,4,0,1,0
15790,16,0,1,0
1748,19,1,1,0
31264,5,0,1,0
46335,14,1,1,1
43375,8,0,1,0
21878,14,0,1,1
1659,13,1,1,0
2814,12,1,0,0
26968,6,0,1,0
5142,18,0,1,0
49559,6,0,0,0
23653,6,1,0,0
31922,6,1,1,0
13408,15,1,1,0
15222,8,0,1,0
9849,13,1,1,0
7953,14,1,1,0
316,7,1,0,0
10970,6,0,0,0
34582,17,1,1,1
10348,18,1,1,0
40956,16,0,1,1
37805,3,1,1,0
23074,13,1,1,1
28533,9,1,1,0
23867,5,1,0,0
20965,20,0,1,1
7877,17,0,1,0
2561,19,0,0,0
26765,5,0,1,0
16824,18,0,0,0
30911,9,0,0,0
26110,17,0,0,1
21718,2,1,1,0
2988,7,1,0,0
34961,17,1,0,1
47691,2,0,0,0
25817,4,0,1,0
39921,3,1,0,0
23478,9,1,1,0
2225,8,1,1,0
41978,15,0,0,1
8824,9,1,1,0
47305,3,1,1,0
21850,12,1,1,1
16373,5,1,1,0
30203,6,1,1,0
35194,9,1,0,0
28266,4,1,1,0
17161,15,0,1,0
45113,11,1,1,1
40936,9,1,0,0
27897,5,0,0,0
528,2,0,0,0
18984,16,1,0,0
11894,5,0,1,0
48553,6,1,0,0
35772,18,0,0,1
45584,7,0,0,0
10833,4,0,0,0
36109,6,0,1,0
21931,8,1,0,0
16006,4,1,1,0
43519,19,1,0,1
23070,11,1,0,1
37167,1,0,1,0
12091,6,1,0,0
13617,16,1,0,0
26341,19,1,0,1
33524,15,1,1,1
27409,16,1,0,1
8746,2,1,0,0
3066,20,0,1,0
9684,20,0,1,0
35511,7,0,0,0
22646,20,0,1,1
21872,9,1,0,0
22926,10,1,1,0
17221,17,0,1,0
4998,19,0,1,0
30958,15,0,0,1
486,3,1,0,0
26057,15,0,1,1
2240,5,0,1,0
44702,17,1,0,1
2463,4,1,0,0
16566,9,1,0,0
43594,3,0,1,0
16752,13,1,1,0
43879,20,1,1,1
25390,17,1,0,1
31863,17,0,0,1
44710,20,0,0,1
1030,4,0,0,0
15409,9,0,0,0
8529,5,1,1,0
14471,2,0,1,0
40805,9,0,1,0
25692,10,0,1,0
25885,20,0,1,1
4427,15,0,0,0
7659,6,0,1,0
34731,16,0,1,1
21398,5,1,0,0
17467,4,1,0,0
3539,5,0,1,0
16279,20,1,0,0
22067,6,1,0,0
17805,10,0,1,0
31614,5,1,0,0
25641,8,1,0,0
37538,17,0,0,1
37464,8,1,1,0
29191,6,1,0,0
38934,3,1,0,0
16452,4,0,0,0
791,19,1,1,0
24723,5,0,0,0
22575,1,0,0,0
1185,1,0,0,0
18896,12,1,0,0
33582,20,1,0,1
11589,20,1,0,0
